"","province","arvincome","Cook1kinds","Cook1effi","Cook1freq","Cook1time","Cook2kinds","Cook2effi","Cook2freq","Cook2time","Cook3kinds","Cook3effi","Cook3freq","Cook3time","Cook4kinds","Cook4effi","Cook4freq","Cook4time"
"193",4,"146666.6667",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"194",4,"50000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"195",4,"20000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"196",4,"40000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"197",4,"116666.6667",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"198",4,"50000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"199",4,"33333.33333",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"200",4,"30000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"201",4,"30000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"202",4,"15000",16,6,2,1,"6",6,3,"2","11",4,6,"2"," ",NA,NA,NA
"203",4,"50000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"204",4,"48000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"205",4,"25000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"206",4,"50000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"207",4,"33333.33333",8,NA,3,3,"16",5,1,"1","12",5,4,"2","13",4,3,1
"208",4,"30000",8,NA,1,1,"13",5,2,"1","12",-8,3,"2"," ",NA,NA,NA
"209",4,"-0.75",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"210",4,"25000",8,NA,2,4,"8",NA,2,"4"," ",NA,NA," "," ",NA,NA,NA
"211",4,"66666.66667",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"212",4,"40000",7,NA,3,3,"12",3,3,"2","16",3,1,"1"," ",NA,NA,NA
"213",4,"60000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"214",4,"40000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"215",4,"10000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"216",4,"33333.33333",8,NA,3,2,"13",2,3,"1","6",2,3,"2"," ",NA,NA,NA
"217",4,"45000",8,NA,1,3,"11",4,2,"3","16",6,2,"1"," ",NA,NA,NA
"218",4,"100000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"219",4,"22500",7,NA,3,2,"11",6,3,"3","13",5,2,"1","12",-8,7,3
"220",4,"25000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"221",4,"30000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"222",4,"16000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"223",4,"15000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"224",4,"11000",8,NA,1,5,"11",-8,1,"3","12",-8,5,"5","13",-8,1,4
"225",4,"50000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"226",4,"7500",8,NA,3,3,"16",2,2,"1","12",-8,3,"2","13",2,3,2
"227",4,"12500",7,NA,1,4,"6",5,2,"2","11",2,3,"2","13",5,6,1
"228",4,"-0.5",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"229",4,"12500",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"230",4,"10000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"231",4,"35000",7,NA,2,2,"6",2,3,"1"," ",NA,NA," "," ",NA,NA,NA
"232",4,"50000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"233",4,"120000",8,NA,1,3,"11",2,5,"3","13",5,1,"1","16",2,1,2
"234",4,"120000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"235",4,"36000",8,NA,1,4,"11",3,3,"2","12",-8,6,"5","13",3,8,1
"236",4,"15000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"237",4,"43333.33333",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"238",4,"4333.333333",4,NA,1,3,"11",4,2,"3"," ",NA,NA," "," ",NA,NA,NA
"239",4,"10000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"240",4,"43333.33333",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"241",4,"150000",8,NA,3,3,"11",1,5,"3","13",3,5,"1","14",4,7,4
"242",4,"400000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"243",4,"66666.66667",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"244",4,"15000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"245",4,"-1",7,NA,1,3,"11",-8,1,"4","16",-8,1,"1"," ",NA,NA,NA
"246",4,"11666.66667",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"247",4,"66666.66667",8,NA,3,2,"11",1,5,"3","12",2,3,"3","16",2,1,1
"248",4,"-0.666666667",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"249",4,"30000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"250",4,"39600",9,NA,1,3,"6",1,2,"3","11",1,4,"3","13",2,4,1
"251",4,"100000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"252",4,"42500",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"253",4,"120000",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"254",4,"7500",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"255",4,"66666.66667",NA,NA,NA,NA," ",NA,NA," "," ",NA,NA," "," ",NA,NA,NA
"256",4,"33333.33333",8,NA,1,3,"11",5,2,"2","12",5,3,"2","13",6,3,1
"257",4,"35000",8,NA,1,2,"13",4,2,"1","11",-8,3,"3","12",5,3,2
"258",4,"20000",8,NA,3,4,"11",-8,3,"3","13",-8,5,"1"," ",NA,NA,NA
"259",4,"166666.6667",8,NA,1,4,"11",5,3,"2","12",6,5,"3","16",6,1,1
